ticker,sector,trade_date,open_price,high_price,low_price,close_price,volume,Daily_Return,MA20,MA50,MA200,Rolling_Volatility_20D,Running_Max,Drawdown
AXISBANK,Banking,2025-09-19,1133.0,1144.1,1126.6,1135.9,8910732,0.002559576345984249,,,,,1135.9,0.0
AXISBANK,Banking,2025-09-22,1136.0,1147.6,1131.2,1144.4,7689900,0.007483053085658886,,,,,1144.4,0.0
AXISBANK,Banking,2025-09-23,1146.0,1172.8,1141.9,1170.8,16079093,0.023068857042991775,,,,,1170.8,0.0
AXISBANK,Banking,2025-09-24,1168.0,1172.8,1154.0,1158.9,12812055,-0.010163990433891268,,,,,1170.8,-0.01016399043389124
AXISBANK,Banking,2025-09-25,1154.7,1171.8,1153.4,1166.6,11188302,0.006644231598929906,,,,,1170.8,-0.003587290741373459
AXISBANK,Banking,2025-09-26,1161.6,1169.7,1148.0,1154.0,5618932,-0.010800617178124416,1103.22,,,,1170.8,-0.014349162965493642
AXISBANK,Banking,2025-09-29,1155.4,1158.3,1126.7,1132.2,9693881,-0.018890814558058855,1106.755,,,0.010740248110814208,1170.8,-0.03296891014690802
AXISBANK,Banking,2025-09-30,1130.0,1137.0,1125.4,1131.6,8165203,-0.0005299417064124068,1110.525,,,0.010604740393785816,1170.8,-0.033481380252818625
AXISBANK,Banking,2025-10-01,1132.5,1164.8,1131.0,1159.5,9655009,0.024655355249204813,1115.7649999999999,,,0.011529665445277584,1170.8,-0.009651520327980828
AXISBANK,Banking,2025-10-03,1171.0,1188.0,1169.5,1181.0,11095015,0.018542475204829767,1122.295,,,0.011719792165428757,1181.0,0.0
AXISBANK,Banking,2025-10-06,1185.0,1215.2,1182.1,1212.8,20128505,0.026926333615580056,1130.1399999999999,,,0.012620054723278156,1212.8,0.0
AXISBANK,Banking,2025-10-07,1212.0,1212.0,1184.0,1186.8,8620156,-0.021437994722955156,1136.705,,,0.014066108470403732,1212.8,-0.021437994722955146
AXISBANK,Banking,2025-10-08,1180.1,1194.8,1174.1,1180.6,5160430,-0.005224132119986513,1143.125,,,0.014145129542949587,1212.8,-0.02655013192612141
AXISBANK,Banking,2025-10-09,1178.0,1187.3,1163.1,1167.4,7194651,-0.011180755548026222,1147.99,,,0.01437900791943328,1212.8,-0.037434036939313874
AXISBANK,Banking,2025-10-10,1168.0,1191.7,1165.2,1180.4,6933035,0.011135857461024523,1152.6399999999999,,,0.014206380010551762,1212.8,-0.0267150395778363
AXISBANK,Banking,2025-10-13,1171.0,1193.6,1167.5,1189.6,4138448,0.007793968146390995,1156.855,,,0.013942645368327285,1212.8,-0.01912928759894463
AXISBANK,Banking,2025-10-14,1191.8,1191.8,1166.6,1176.8,5742538,-0.010759919300605159,1160.475,,,0.014287984730875024,1212.8,-0.029683377308707126
AXISBANK,Banking,2025-10-15,1180.0,1181.7,1164.0,1169.6,6328142,-0.006118286879673751,1162.895,,,0.0141455706899898,1212.8,-0.035620052770448586
AXISBANK,Banking,2025-10-16,1216.4,1216.9,1185.3,1196.3,17747171,0.022828317373461138,1166.41,,,0.014877517056449949,1212.8,-0.013604881266490766
AXISBANK,Banking,2025-10-17,1196.3,1212.9,1191.6,1200.2,6404414,0.003260051826464938,1169.77,,,0.014859988190981391,1212.8,-0.01038918205804742
AXISBANK,Banking,2025-10-20,1207.9,1231.7,1207.0,1226.0,7418616,0.021496417263789258,1174.275,,,0.015423757495729015,1226.0,0.0
AXISBANK,Banking,2025-10-21,1225.8,1238.8,1222.0,1237.3,1940248,0.00921696574225117,1178.9199999999998,,,0.015449593477103472,1237.3,0.0
AXISBANK,Banking,2025-10-23,1246.0,1276.1,1241.3,1258.8,14611221,0.017376545704356205,1183.32,,,0.01512937640761114,1258.8,0.0
AXISBANK,Banking,2025-10-24,1254.2,1256.0,1240.1,1241.9,4882046,-0.013425484588496905,1187.47,,,0.015303686966202594,1258.8,-0.013425484588496874
AXISBANK,Banking,2025-10-27,1243.4,1258.5,1242.6,1254.1,6185072,0.009823657299299349,1191.8449999999998,,,0.01535367474081574,1258.8,-0.003733714648871978
AXISBANK,Banking,2025-10-28,1249.0,1258.9,1236.6,1246.3,8146777,-0.006219599712941504,1196.4599999999998,,,0.015158352454462565,1258.8,-0.009930092151255164
AXISBANK,Banking,2025-10-29,1246.9,1251.0,1239.2,1248.8,4578825,0.002005937575222605,1202.29,,,0.014189354858200094,1258.8,-0.00794407372100413
AXISBANK,Banking,2025-10-30,1243.0,1248.0,1235.0,1238.6,4017532,-0.008167841127482367,1207.6399999999999,,,0.014446707065502164,1258.8,-0.016047028916428382
AXISBANK,Banking,2025-10-31,1243.0,1245.4,1231.0,1232.8,4106607,-0.004682706281285309,1211.3049999999998,,,0.013780045619906907,1258.8,-0.020654591674610742
AXISBANK,Banking,2025-11-03,1226.0,1241.0,1222.3,1233.7,6118907,0.0007300454250487309,1213.94,,,0.01330078219938002,1258.8,-0.019939625039720296
AXISBANK,Banking,2025-11-04,1230.1,1235.9,1222.8,1226.6,3299345,-0.005755045797195546,1214.6299999999999,,,0.012061889407005994,1258.8,-0.02557991738163334
AXISBANK,Banking,2025-11-06,1225.0,1239.6,1225.0,1228.5,3733721,0.0015489972281101938,1216.715,,,0.010885774759581314,1258.8,-0.02407054337464248
AXISBANK,Banking,2025-11-07,1227.0,1228.8,1217.0,1222.8,3461466,-0.004639804639804623,1218.825,,,0.010866742730444289,1258.8,-0.028598665395614873
AXISBANK,Banking,2025-11-10,1222.0,1232.8,1215.5,1217.0,4140568,-0.004743212299640143,1221.305,,,0.010552388808342444,1258.8,-0.03320622815379723
AXISBANK,Banking,2025-11-11,1218.1,1225.0,1209.4,1222.5,5615453,0.004519309778143077,1223.41,,,0.01035727321493554,1258.8,-0.02883698760724496
AXISBANK,Banking,2025-11-12,1227.9,1232.7,1216.5,1221.6,6782513,-0.0007361963190184451,1225.01,1165.73,,0.010272935431156892,1258.8,-0.029551954242135404
AXISBANK,Banking,2025-11-13,1219.0,1234.8,1213.2,1225.2,3345231,0.0029469548133596035,1227.43,1169.004,,0.00986986908030328,1258.8,-0.026692087702573808
AXISBANK,Banking,2025-11-14,1224.0,1246.0,1222.0,1241.6,5197740,0.013385569702905498,1231.03,1172.7120000000002,,0.009981850135933527,1258.8,-0.013663806800127142
AXISBANK,Banking,2025-11-17,1243.9,1261.0,1240.4,1249.6,4088026,0.006443298969072142,1233.6950000000002,1176.61,,0.008884166331508733,1258.8,-0.0073085478233238365
AXISBANK,Banking,2025-11-18,1250.0,1273.5,1247.6,1265.4,10175969,0.01264404609475056,1236.955,1180.91,,0.009184744284077421,1265.4,0.0
AXISBANK,Banking,2025-11-19,1268.0,1273.0,1257.8,1270.4,4101288,0.003951319740793435,1239.175,1185.2,,0.008063213084042082,1270.4,0.0
AXISBANK,Banking,2025-11-20,1275.0,1287.3,1262.6,1285.2,4617594,0.011649874055415621,1241.5700000000002,1189.794,,0.008198045950317992,1285.2,0.0
AXISBANK,Banking,2025-11-21,1284.0,1284.5,1273.0,1275.8,6363593,-0.007314036725801554,1242.42,1194.2659999999998,,0.0075862196052433285,1285.2,-0.0073140367258015026
AXISBANK,Banking,2025-11-24,1279.2,1290.9,1266.6,1269.0,10491953,-0.005329989026493176,1243.775,1198.244,,0.006985122149210011,1285.2,-0.012605042016806758
AXISBANK,Banking,2025-11-25,1269.1,1276.7,1263.7,1266.3,5290156,-0.0021276595744681437,1244.385,1201.822,,0.006705429802297,1285.2,-0.014705882352941247
AXISBANK,Banking,2025-11-26,1271.9,1292.8,1269.3,1290.2,4842021,0.018873884545526298,1246.5800000000002,1205.52,,0.007660497706424253,1290.2,0.0
AXISBANK,Banking,2025-11-27,1297.0,1304.0,1281.0,1287.3,5924706,-0.0022477135327856335,1248.5049999999999,1209.178,,0.007712188065127357,1290.2,-0.002247713532785685
AXISBANK,Banking,2025-11-28,1287.3,1289.0,1275.0,1279.7,3093636,-0.0059038297211216895,1250.56,1212.348,,0.007577520178929221,1290.2,-0.008138273135947914
AXISBANK,Banking,2025-12-01,1288.0,1289.0,1268.5,1275.7,4098016,-0.0031257325935766245,1252.7050000000002,1215.3419999999999,,0.007516674424502196,1290.2,-0.011238567663928074
AXISBANK,Banking,2025-12-02,1270.7,1281.0,1255.1,1258.0,8115347,-0.013874735439366681,1253.92,1217.8419999999999,,0.008289494841265645,1290.2,-0.024957370950240306
AXISBANK,Banking,2025-12-03,1255.0,1272.9,1255.0,1270.7,3582794,0.010095389507154273,1256.125,1220.538,,0.00836619266616682,1290.2,-0.01511393582390327
AXISBANK,Banking,2025-12-04,1270.7,1282.8,1269.4,1280.0,3216108,0.007318800661052949,1258.7,1223.25,,0.008456050350425202,1290.2,-0.007905751046349439
AXISBANK,Banking,2025-12-05,1275.2,1285.0,1267.3,1282.5,2728214,0.001953125,1261.685,1225.484,,0.0083071168789207,1290.2,-0.00596806696636184
AXISBANK,Banking,2025-12-08,1284.0,1288.8,1265.1,1273.8,2969478,-0.006783625730994225,1264.525,1227.782,,0.008411577811396573,1290.2,-0.012711207564718718
AXISBANK,Banking,2025-12-09,1272.0,1281.4,1263.2,1275.9,4239279,0.0016486104569006788,1267.195,1229.968,,0.008396497252707621,1290.2,-0.01108355293752903
AXISBANK,Banking,2025-12-10,1273.0,1284.0,1268.3,1278.6,2928746,0.0021161533035503055,1270.045,1232.46,,0.008368654144817285,1290.2,-0.008990854131142563
AXISBANK,Banking,2025-12-11,1277.4,1282.0,1271.0,1272.7,2017404,-0.004614422024088793,1272.4199999999998,1235.27,,0.008508283186194487,1290.2,-0.01356378855991319
AXISBANK,Banking,2025-12-12,1278.0,1291.0,1277.9,1286.1,2281078,0.010528797045650906,1274.645,1238.36,,0.008328053981579457,1290.2,-0.0031778018911797676
AXISBANK,Banking,2025-12-15,1285.0,1290.4,1280.0,1284.8,1634472,-0.0010108078687504074,1276.4050000000002,1240.866,,0.008275715988922518,1290.2,-0.004185397612773284
AXISBANK,Banking,2025-12-16,1277.1,1277.6,1216.9,1219.6,11542048,-0.05074719800747207,1274.115,1241.638,,0.01394741563139561,1290.2,-0.0547201984188499
AXISBANK,Banking,2025-12-17,1220.6,1236.0,1220.3,1224.7,5147181,0.004181698917677945,1271.83,1241.876,,0.013952463864311175,1290.2,-0.050767322895675086
AXISBANK,Banking,2025-12-18,1226.1,1238.5,1220.2,1229.8,3441592,0.004164285131052381,1269.06,1242.7359999999999,,0.013672078108098836,1290.2,-0.046814447372500456
AXISBANK,Banking,2025-12-19,1236.7,1241.5,1229.1,1230.6,5055047,0.0006505122784192796,1266.8,1243.7359999999999,,0.013628442803862717,1290.2,-0.04619438846690446
AXISBANK,Banking,2025-12-22,1235.0,1236.9,1226.8,1233.2,2405809,0.0021127905086950616,1265.0099999999998,1245.052,,0.01362605846319814,1290.2,-0.044179197023717254
AXISBANK,Banking,2025-12-23,1239.0,1239.0,1223.5,1225.0,2920318,-0.006649367499189096,1262.9450000000002,1245.9440000000002,,0.01367723879965184,1290.2,-0.05053480080607661
AXISBANK,Banking,2025-12-24,1230.0,1235.4,1224.7,1226.3,3155506,0.0010612244897958423,1259.75,1246.6779999999999,,0.012829921915519873,1290.2,-0.04952720508448309
AXISBANK,Banking,2025-12-26,1225.0,1229.9,1222.0,1228.2,1665983,0.0015493761722253918,1256.795,1247.7060000000001,,0.012861227097694428,1290.2,-0.04805456518369245
AXISBANK,Banking,2025-12-29,1228.2,1233.9,1219.0,1232.0,2209655,0.003093958638658245,1254.4099999999999,1248.9540000000002,,0.012884645056405077,1290.2,-0.045109285382111335
AXISBANK,Banking,2025-12-30,1233.0,1252.1,1232.0,1246.0,5673233,0.011363636363636465,1252.925,1249.948,,0.01321039062988311,1290.2,-0.03425825453418078
AXISBANK,Banking,2025-12-31,1246.0,1271.5,1245.0,1269.4,3711090,0.018780096308186334,1253.495,1251.332,,0.01356071114321415,1290.2,-0.016121531545496788
AXISBANK,Banking,2026-01-01,1270.0,1279.2,1263.8,1274.4,2022412,0.003938868756893088,1253.68,1252.3,,0.013401344344357642,1290.2,-0.01224616338552159
AXISBANK,Banking,2026-01-02,1273.9,1281.8,1264.3,1266.9,5860547,-0.005885122410546173,1253.025,1252.892,,0.013359060874937817,1290.2,-0.018059215625484386
