Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,MA20,MA50,MA200,Rolling_Volatility_20D,Running_Max,Drawdown
2024-01-01,1279.69287109375,1295.125,1303.425048828125,1286.574951171875,1290.2750244140625,4030540,,,,,,1295.125,0.0
2024-01-02,1290.2900390625,1305.8499755859375,1307.5,1286.5,1292.5,7448800,0.008281035101582956,,,,,1305.8499755859375,0.0
2024-01-03,1276.25927734375,1291.6500244140625,1317.0,1288.5999755859375,1305.0,9037536,-0.01087410608979289,,,,,1305.8499755859375,-0.010874106089792937
2024-01-04,1282.854736328125,1298.324951171875,1304.925048828125,1289.550048828125,1294.0,9612778,0.005167751814846744,,,,,1305.8499755859375,-0.005762548956426642
2024-01-05,1288.3138427734375,1303.8499755859375,1309.925048828125,1299.0,1301.449951171875,8086406,0.004255501990526822,,,,,1305.8499755859375,-0.0015315695044544424
2024-01-08,1278.26025390625,1293.675048828125,1315.9749755859375,1284.4749755859375,1305.0,7734652,-0.007803755760504516,,,,,1305.8499755859375,-0.009323373270616012
2024-01-09,1274.8759765625,1290.25,1303.4000244140625,1288.5999755859375,1300.0,5403074,-0.002647534117031669,,,,,1305.8499755859375,-0.011946223438827848
2024-01-10,1309.261474609375,1325.050048828125,1329.5,1287.5250244140625,1288.5,11102740,0.026971554991765068,,,,,1325.050048828125,0.0
2024-01-11,1343.696044921875,1359.9000244140625,1362.5,1328.5,1329.5,23725852,0.0263008749116751,,,,,1359.9000244140625,0.0
2024-01-12,1354.39208984375,1370.7249755859375,1373.324951171875,1345.75,1359.9000244140625,15012164,0.007960108079664963,,,,,1370.7249755859375,0.0
2024-01-15,1377.5130615234375,1394.125,1396.449951171875,1366.0,1375.0,8610594,0.017071276026074944,,,,,1394.125,0.0
2024-01-16,1358.24560546875,1374.625,1396.300048828125,1370.5,1389.9749755859375,9069024,-0.01398726799964134,,,,,1394.125,-0.013987267999641352
2024-01-17,1345.35107421875,1361.574951171875,1386.2750244140625,1355.0250244140625,1359.5,12197382,-0.009493533747840344,,,,,1394.125,-0.02334801314668699
2024-01-18,1351.6500244140625,1367.949951171875,1371.0,1351.25,1351.4000244140625,10279438,0.0046820779087579645,,,,,1394.125,-0.018775252454496547
2024-01-19,1351.156005859375,1367.449951171875,1376.0,1359.0,1376.0,10422704,-0.00036551044836963253,,,,,1394.125,-0.01913390035192325
2024-01-23,1312.7442626953125,1328.574951171875,1371.75,1322.550048828125,1371.75,20055420,-0.0284288283945493,,,,,1394.125,-0.04701877437684928
2024-01-24,1327.8619384765625,1343.875,1349.5,1323.925048828125,1335.2249755859375,21919128,0.011516135250502435,,,,,1394.125,-0.03604411369138348
2024-01-25,1336.952392578125,1353.074951171875,1364.1500244140625,1335.199951171875,1342.949951171875,11808872,0.006845838468514609,,,,,1394.125,-0.029445027402940912
2024-01-29,1430.795654296875,1448.050048828125,1452.5,1360.175048828125,1364.5,23893438,0.0701920448486566,,,,,1448.050048828125,0.0
2024-01-30,1390.8524169921875,1407.625,1459.9749755859375,1404.425048828125,1459.949951171875,14093978,-0.027916886478364544,1344.0662414550782,,,,1448.050048828125,-0.027916886478364544
2024-01-31,1409.6259765625,1426.625,1434.25,1402.5,1404.0,15130226,0.013497913151585106,1350.6412414550782,,,0.02145398533678262,1448.050048828125,-0.014795793035927053
2024-02-01,1409.650634765625,1426.6500244140625,1443.3499755859375,1418.050048828125,1435.0,13349362,1.7540989441844346e-05,1356.6812438964844,,,0.021468279796441538,1448.050048828125,-0.014778511579334614
2024-02-02,1440.3306884765625,1457.699951171875,1474.9000244140625,1433.175048828125,1433.175048828125,19652588,0.021764221236084236,1364.983740234375,,,0.0214667626083522,1457.699951171875,0.0
2024-02-05,1421.8782958984375,1439.0250244140625,1470.5,1431.5250244140625,1460.75,8814432,-0.012811228224847926,1372.0187438964845,,,0.021888101665216902,1457.699951171875,-0.012811228224847879
